DVD_Title|Studio|Released|Price|Rating|Year|Genre|DVD_ReleaseDate|ID
Coaching Punt Protection And Coverage|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119602
Coaching Quarterbacks For Youth Football|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119564
Coaching Quarterbacks Passing Mechanics|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106618
Coaching Quaterback In The Shotgun Spread Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106540
Coaching Receivers For Youth Football|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119558
Coaching Running Backs|Coaches Choice||59.95|NR|UNK|Special Interest|2005-03-22 00:00:00|62555
Coaching Running Backs For Youth Football|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119723
Coaching Special Teams|Coaches Choice||40|NR|UNK|Special Interest|2006-03-07 00:00:00|82411
Coaching Special Teams: Designing A Punt Team|Coaches Choice||40|NR|2009|Special Interest|2009-06-23 00:00:00|161731
Coaching Special Teams: Understanding The Basics|Coaches Choice||40|NR|2009|Special Interest|2009-06-23 00:00:00|161732
Coaching Students To Flow|Coaches Choice||49.95|NR|UNK|Special Interest|2008-03-25 00:00:00|133586
Coaching The 'G' Pressure Defense|Coaches Choice||40|NR|2009|Special Interest|2009-06-23 00:00:00|161733
Coaching The 3-3-5 Defense|Coaches Choice||40|NR|2008|Special Interest|2008-05-27 00:00:00|138055
Coaching The 3-5 Defense|Coaches Choice||40|NR|UNK|Special Interest|2007-05-22 00:00:00|112795
Coaching The 30-Stack Defense|Coaches Choice||40|NR|UNK|Special Interest|2010-03-09 00:00:00|177608
Coaching The 8-Man Front 'Over' Defense|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119608
Coaching The Athlete's Parents|Coaches Choice||40|NR|UNK|Special Interest|2007-05-22 00:00:00|112792
Coaching The Bump-and-Run Defense|Coaches Choice||40|NR|UNK|Special Interest|2010-03-09 00:00:00|177517
Coaching The Complete Triple Gun Offense (Book w/ DVD)|Coaches Choice||39.95|NR|2007|Special Interest|2007-04-15 00:00:00|242825
Coaching The Counter Series|Coaches Choice||40|NR|2009|Special Interest|2009-06-23 00:00:00|161734
Coaching The Defensive Kicking Game|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119706
Coaching The Defensive Line In The Split 4-4 Defense|Coaches Choice||40|NR|UNK|Special Interest|2008-03-25 00:00:00|134139
Coaching The Defensive Line To Use An Effective Angle In A 3-4 Slanting Defense|Coaches Choice||40|NR|UNK|Special Interest|2008-03-25 00:00:00|134169
Coaching The Double Screen In The Spread Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119854
Coaching The Double Wing|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106410
Coaching The Fly Offense|Coaches Choice||99.95|NR|UNK|Special Interest|2004-12-21 00:00:00|57313
Coaching The Flying Wing-T|Coaches Choice||99.95|NR|UNK|Special Interest|2006-03-07 00:00:00|82466
Coaching The Freeze Option|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106532
Coaching The Gap-Protection Series|Coaches Choice||40|NR|2009|Special Interest|2009-06-23 00:00:00|161735
Coaching The Glide Shot-Put Technique|Coaches Choice||40|NR|UNK|Special Interest|2008-03-25 00:00:00|133575
Coaching The Hurry-Up, No-Huddle|Coaches Choice||40|NR|2008|Special Interest|2008-05-27 00:00:00|137997
Coaching The Jet Offense|Coaches Choice||99.95|NR|UNK|Special Interest|2005-03-22 00:00:00|62592
Coaching The Jet Series|Coaches Choice||40|NR|UNK|Special Interest|2007-05-22 00:00:00|112811
Coaching The Jet Sweep Series From The Spread Gun Offense|Coaches Choice||59.95|NR|2008|Special Interest|2008-03-25 00:00:00|132941
Coaching The Jet Sweep Series From The Spread Gun Offense, Vol. 1|Coaches Choice||40|NR|2008|Special Interest|2008-03-25 00:00:00|132894
Coaching The Jet Sweep Series From The Spread Gun Offense, Vol. 2|Coaches Choice||40|NR|2008|Special Interest|2008-03-25 00:00:00|132944
Coaching The Match-Up Zone Coverage|Coaches Choice||40|NR|2008|Special Interest|2008-05-27 00:00:00|137891
Coaching The Midline Option And Play-Action|Coaches Choice||40|NR|2009|Special Interest|2009-06-23 00:00:00|161736
Coaching The Midline Option Rushing Attack|Coaches Choice||40|NR|UNK|Special Interest|2007-05-22 00:00:00|112720
Coaching The Mindset Of The Post-Rehabilitation Client|Coaches Choice||49.95|NR|2009|Exercise|2009-09-01 00:00:00|166405
Coaching The Multiple West Coast Offense|Coaches Choice||99.95|NR|UNK|Special Interest|2006-03-07 00:00:00|82427
Coaching The No-Huddle Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106331
Coaching The One-Back Attack|Coaches Choice||99.95|NR|UNK|Special Interest|2006-03-07 00:00:00|82392
Coaching The Option Game|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106616
Coaching The Option Game: From A To Z|Coaches Choice||99.95|NR|UNK|Special Interest|2004-12-21 00:00:00|57224
Coaching The Passing Game From The Spread Offense|Coaches Choice||99.95|NR|UNK|Special Interest|2005-03-22 00:00:00|62517
Coaching The Passing Game In The Spread Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106597
Coaching The Power Series: Run Blocking, Play-Action, And Screens|Coaches Choice||40|NR|2009|Special Interest|2009-06-23 00:00:00|161737
Coaching The Quarterback: Guidelines And Tips For All Competitive Levels|Coaches Choice||40|NR|UNK|Special Interest|2010-06-29 00:00:00|183484
Coaching The Quick-Passing Game In The Spread Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119511
Coaching The Rotational Shot-Put Technique|Coaches Choice||40|NR|UNK|Special Interest|2008-03-25 00:00:00|133579
Coaching The Run Game In The Spread Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106519
Coaching The Seven-Man Front Against The Run|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106568
Coaching The Shuffle Pass In The Spread Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119613
Coaching The Single Wing Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106426
Coaching The Spread Option Counter|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106587
Coaching The Spread Single Wing Offense|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106656
Coaching The Sprint-Out Passing Game|Coaches Choice||40|NR|UNK|Special Interest|2007-05-22 00:00:00|112817
Coaching The Throwback Screen: The Door|Coaches Choice||40|NR|2008|Special Interest|2008-05-27 00:00:00|138037
Coaching The Triangle In The 4-2-5 Defense|Coaches Choice||40|NR|UNK|Special Interest|2008-03-25 00:00:00|134096
Coaching The Triple Option (Revised Edition)|Coaches Choice||40|NR|2009|Special Interest|2009-06-23 00:00:00|161738
Coaching The Triple Option Rushing Attack|Coaches Choice||40|NR|UNK|Special Interest|2007-05-22 00:00:00|112797
Coaching The Unbalanced Single Wing Offense|Coaches Choice||40|NR|UNK|Special Interest|2010-06-29 00:00:00|183165
Coaching The West Coast Quarterback|Coaches Choice||99.95|NR|UNK|Special Interest|2007-03-06 00:00:00|106546
Coaching The Wing-Slot Offense|Coaches Choice||99.95|NR|2008|Special Interest|2008-05-27 00:00:00|138054
Coaching Tight Ends|Coaches Choice||59.95|NR|UNK|Special Interest|2007-03-06 00:00:00|106336
Coaching Tight Ends For Youth Football|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119698
Coaching Volleyball: Effective Practice Drills|Coaches Choice||40|NR|UNK|Special Interest|2007-03-06 00:00:00|106365
Coaching Volleyball: Individual Defense|Coaches Choice||40|NR|UNK|Special Interest|2006-03-07 00:00:00|82482
Coaching Volleyball: Organizing And Conducting Practice|Coaches Choice||40|NR|UNK|Special Interest|2006-03-07 00:00:00|82435
Coaching Volleyball: Team Defense|Coaches Choice||40|NR|UNK|Special Interest|2006-03-07 00:00:00|82414
Coaching Volleyball: Team Offense|Coaches Choice||40|NR|UNK|Special Interest|2006-03-07 00:00:00|82389
Coaching Youth Softball Pitches: Mechanics And Drills|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119543
Coaching Youth Softball Pitches: Teaching Basic Pitches|Coaches Choice||40|NR|UNK|Special Interest|2007-09-25 00:00:00|119648
Coachwhips: Double Death (DVD/CD Combo)|Narnack Records||11.98|NR|UNK|Music|2006-05-23 00:00:00|117571
Coagulation: A Core Water Treatment Process|American Water Works Assoc.||165|NR|2015|Special Interest|2015-06-01 00:00:00|281732
Coal Chamber: Coal Chamber (DVD/CD Combo)|Roadrunner Records||24.98|NR|UNK|Music|2005-09-27 00:00:00|111649
Coal Chamber: Rivals (DVD/CD Combo)|Napalm Records||16.98|NR|UNK|Music|2015-05-19 00:00:00|278583
Coal Chamber: Rivals (Vinyl LP w/ DVD)|Napalm Records||19.98|NR|UNK|Music|2015-05-19 00:00:00|278610
Coal Country Music|Evening Star Productions||22.98|NR|UNK|Music|2009-11-10 00:00:00|166381
Coal Miner's Daughter (25th Anniversary Edition w/ Free Music Downloads)|Universal||14.98|PG|1980|Drama|2010-08-03 00:00:00|184386
Coal Miner's Daughter (25th Anniversary Edition)|Universal||14.98|PG|1980|Drama|2005-09-13 00:00:00|65940
Coal Miner's Daughter (Blu-ray w/ Digital Copy/ Academy Slipcase)|Universal||14.98|PG|1980|Drama|2014-01-07 00:00:00|256310
Coal Miner's Daughter (Collector's Edition)|Universal||14.98|PG|1980|Drama|2003-05-06 00:00:00|25367
Coal Miner's Daughter (Universal 100th Anniversary Edition w/ Digital Copy)|Universal||14.98|PG|1980|Drama|2012-01-10 00:00:00|223789
Coal Miner's Daughter / Smokey And The Bandit / The Best Little Whorehouse In Texas|Universal||14.98|VAR|VAR|VAR|2012-10-09 00:00:00|232140
Coal Wars: The Battle In Rum Creek|Alexander Street Press||99|NR|UNK|Documentary|2013-09-17 00:00:00|253311
Coalesce: No Business In This Business (Crash And Band Records)|Crash And Band Records||24.98|NR|UNK|Music|2008-09-09 00:00:00|143971
Coalesce: No Business In This Business (Second Nature/ 4-Disc)|Second Nature||30.98|NR|UNK|Music|2007-10-23 00:00:00|120148
Coalition (2004)|Image||9.97|NR|2004|Drama|2006-11-07 00:00:00|93398
Coalition (2012)|Magnolia Pictures||13.97|R|2012|Comedy|2013-02-05 00:00:00|236947
Coalition (2012/ Blu-ray)|Magnolia Pictures||16.98|R|2012|Comedy|2013-02-05 00:00:00|236936
Coast|BFS Entertainment||69.98|NR|UNK|Documentary|2011-11-15 00:00:00|215858
Coast Guard|Tartan Video||19.99|R|2002|Foreign|2005-09-06 00:00:00|66646
Coast Guard (Blu-ray)|Palisades Tartan||29.95|R|2002|Foreign|2012-01-17 00:00:00|219031
Coast Guard At War|Discovery Channel||21.95|NR|2006|Documentary|2006-12-01 00:00:00|126942
Coast Guard License|Bennett Marine Video||44.95|NR|UNK|Special Interest|2002-09-09 00:00:00|22784
Coast Guard: In The Eye Of The Storm|Goldhil Home Media||14.98|NR|UNK|Documentary|2008-06-03 00:00:00|131934
Coast Of Skeletons (Synergy Entertainment/ On Demand DVD-R)|Synergy Entertainment||9.99|NR|1964|Action/Adventure|2009-05-13 00:00:00|246554
Coast Of Skeletons (Warner Brothers Digital Dist./ Archive Collection/ On Demand DVD-R)|Warner Brothers Digital Dist.||19.99|NR|1964|Action/Adventure|2012-11-30 00:00:00|246526
Coast Patrol|Alpha Video||7.98|NR|1925|Silent|2012-04-17 00:00:00|226065
Coast To Coast|Showtime||9.99|NR|2004|Drama|2004-10-12 00:00:00|47393
Coastal Dunes|Films for the Humanities ...||19.95|NR|UNK|Special Interest|2009-07-28 00:00:00|207880
Coastal Erosion|Films for the Humanities ...||99.95|NR|UNK|Special Interest|2010-10-05 00:00:00|207912
Coastal Geography|Hooked On Phonics||39.95|NR|UNK|Special Interest|2007-09-25 00:00:00|121950
Coastal Piloting|Bennett Marine Video||34.95|NR|UNK|Special Interest|2007-02-13 00:00:00|105062
Coastal Rhythms|Columbia River Entertainment||9.98|NR|UNK|Special Interest|2010-01-12 00:00:00|172083
Coastal Scenes Video: Ibiza ... Spain Awaits|Tapeworm||14.95|NR|2004|Special Interest|2004-09-21 00:00:00|51002
Coasters: Best Of The Coasters|Bns/K-Tel International||6.98|NR|UNK|Music|2005-05-17 00:00:00|65171
Coasters: Live From The Palace Of Auburn Hills (Classic World)|Classic World||10.98|NR|UNK|Music|2003-12-16 00:00:00|36389
Coasters: Live From The Palace Of Auburn Hills (Select-O-Hits)|CWP||11.99|NR|UNK|Music|2005-05-10 00:00:00|67708
Coastlines (2002)|IFC||19.95|R|2002|Suspense/Thriller|2007-02-06 00:00:00|99779
Coastlines (UNK)|Films for the Humanities ...||99.95|NR|UNK|Special Interest|2010-11-02 00:00:00|207820
Coasts Of The Caribbean|Aquarius Health Care Media||110|NR|UNK|Special Interest|2005-12-13 00:00:00|188519
Coat Of Many Countries|Alexander Street Press||195|NR|UNK|Documentary|2013-09-17 00:00:00|253255
Cobb|Warner Brothers||19.98|R|1994|Drama|2003-09-02 00:00:00|30104
Cobbler|Image||29.96|PG-13|2014|Comedy/Drama|2015-05-12 00:00:00|276411
Cobbler (Blu-ray)|Image||34.97|PG-13|2014|Comedy/Drama|2015-05-12 00:00:00|276409
Cobbles Baby!|Big Ring Films||24.95|NR|UNK|Special Interest|2006-09-11 00:00:00|131864
Cobia: Shadows Of The Sea|Bennett Marine Video||24.95|NR|UNK|Special Interest|2007-02-13 00:00:00|105084
Cobra (1925/ Alpha Video)|Alpha Video||7.98|NR|1925|Silent|2011-05-31 00:00:00|206076
Cobra (1925/ Image)|Image||24.99|NR|1925|Silent|1999-08-03 00:00:00|1288
Cobra (1981)|303 Recordings||8.98|NR|1981|Action/Adventure|2007-06-12 00:00:00|112662
Cobra (1986/ Blu-ray)|Warner Brothers||14.98|R|1986|Action/Adventure|2011-08-16 00:00:00|205712
Cobra (1986/ Special Edition)|Warner Brothers||5.97|R|1986|Action/Adventure|2010-11-09 00:00:00|190523
Cobra (1986/ Special Edition/ Snapper Case)|Warner Brothers||9.97|R|1986|Action/Adventure|2001-07-03 00:00:00|1289
Cobra (1986/ Special Edition/ Snapper Case) / Tango & Cash|Warner Brothers||12.97|NR|VAR|Action/Adventure|2006-01-31 00:00:00|79221
Cobra (1986/ Special Edition/ Snapper Case) / Tango & Cash (Old Version)|Warner Brothers||12.97|R|VAR|Action/Adventure|2005-08-30 00:00:00|66467
Cobra (1993): The Complete Series|Mill Creek Entertainment||14.98|NR|VAR|TV Classics|2009-09-29 00:00:00|164780
Cobra GPS 100, 500, 1000|Bennett Marine Video||29.95|NR|UNK|Special Interest|2007-02-13 00:00:00|104998
Cobra Verde (Special Edition)|Anchor Bay||19.97|NR|1988|Drama|2000-10-24 00:00:00|8505
Cobra Vs. Ninja|303 Recordings||9.98|NR|1987|Action/Adventure|2007-06-12 00:00:00|112624
Cobra Woman (Vault Series/ On Demand DVD-R)|Universal||19.98|NR|1944|Action/Adventure|2011-07-27 00:00:00|253047
Cobras Negras|Plus Entertainment||5.99|NR|2000|Foreign|2006-03-07 00:00:00|82795
Cobweb (Archive Collection/ On Demand DVD-R/ Remastered)|Warner Brothers Digital Dist.||19.99|NR|1955|Drama|2011-01-18 00:00:00|200447
COC: America's Volume Dealer (DualDisc)|Silverline||18.98|NR|UNK|Music|2004-11-16 00:00:00|85931
Coca Mama: The War On Drugs|Alexander Street Press||295|NR|2001|Documentary|2013-09-17 00:00:00|253269
Coca, Inc (Cocaine Inc.) / Maria Navajas (Bloody Mary) (Double Feature)|DistriMax||6.96|NR|VAR|Foreign|2009-01-06 00:00:00|152140
Coca, Inc (Cocaine Inc.) / Maria Navajas / Barrio Salvaje / Hijos Del Narco / Si Mataras / La Fiesta Del Narco|DistriMax||9.98|NR|VAR|Foreign|2010-04-13 00:00:00|176807
Coca-Cola Kid|MGM/UA||14.98|R|1985|Comedy|2002-04-16 00:00:00|16480
Coca-Cola: History Of An American Icon|MPI||19.98|NR|UNK|Special Interest|2002-02-26 00:00:00|12866
Coca-Cola: The Real Story Behind The Real Thing|Microcosm Publishing||169.95|NR|UNK|Special Interest|2012-03-27 00:00:00|225924
Cocaina Mortal|Sterling Entertainment||9.99|NR|2001|Foreign|2006-05-30 00:00:00|85272
Cocaine (A&E Video) / LSD, Ecstacy And The Raves (A&E Direct/ On Demand DVD-R)|A&E Video||24.95|NR|UNK|Documentary|2009-05-19 00:00:00|219792
Cocaine (National Health Video)|National Health Video||119|NR|UNK|Special Interest|2010-04-13 00:00:00|180313
Cocaine And Blue Eyes (On Demand DVD-R)|Sony Pictures||20.95|NR|1983|Action/Adventure|2012-01-03 00:00:00|220168
Cocaine And Crack: The Road To Nowhere|Discovery Education||79|NR|UNK|Special Interest|2010-05-18 00:00:00|182632
Cocaine And Heart Attacks|Films for the Humanities ...||99.95|NR|UNK|Special Interest|2007-05-15 00:00:00|207788
Cocaine Angel|Cinema Libre||24.95|NR|2006|Drama|2007-08-28 00:00:00|115777
Cocaine Cowboys (1979/ East West) / Chameleon|East West||19.99|R|VAR|Drama|2006-01-01 00:00:00|99297
Cocaine Cowboys (1979/ Eclectic DVD Distribution)|Eclectic DVD Distribution||16.95|R|1979|Drama|2003-01-28 00:00:00|55315
Cocaine Cowboys (1979/ Image)|Image||19.99|R|1979|Drama|2002-11-12 00:00:00|21011
Cocaine Cowboys (2006/ Magnolia Pictures)|Magnolia Pictures||13.97|R|2006|Documentary|2007-01-23 00:00:00|99328
Cocaine Cowboys (2006/ Mongrel Media)|Mongrel Media||29.95|R|2006|Documentary|2007-01-30 00:00:00|109903
Cocaine Cowboys II: Hustlin' With The Godmother|Magnolia Pictures||13.97|R|2008|Documentary|2008-07-29 00:00:00|136197
Cocaine Cowboys: Reloaded|Magnolia Pictures||13.97|NR|UNK|Documentary|2014-04-08 00:00:00|258683
Cocaine Cowboys: Reloaded (Blu-ray)|Magnolia Pictures||16.98|NR|UNK|Documentary|2014-04-08 00:00:00|258720
Cocaine Fiends (Alpha Video)|Alpha Video||7.98|NR|1935|Drama|2003-04-15 00:00:00|27128
Cocaine Fiends (American Pop Classics/ On Demand DVD-R)|American Pop Classics||10.99|NR|1935|Drama|2014-01-24 00:00:00|263217
Cocaine Wars (Films For the Humanities ...)|Films for the Humanities ...||99.95|NR|UNK|Documentary|2007-04-10 00:00:00|207536
Cocaine Wars (Vendetta Filmworks)|Vendetta Filmworks||14.95|NR|UNK|Documentary|2007-12-11 00:00:00|125354
Cocaine: One Man's Seduction (Limited Edition Collection/ On Demand DVD-R)|MGM/UA||19.98|NR|1983|Drama|2012-03-13 00:00:00|225149
Cocaine: The End Of The Line|Films for the Humanities ...||99.95|NR|UNK|Special Interest|2007-05-15 00:00:00|207875
Cocalero|First Run Features||24.95|NR|2007|Foreign|2007-12-11 00:00:00|123454
Coccia: Arrighetto, 'Farsa Sentimentale' Di Un Solo Atto: Elisaveta Martyrosian|Bongiovanni||49.98|NR|UNK|Music|2007-10-16 00:00:00|122514
Cochise County USA: Cries From The Border|Genius Products||19.98|NR|UNK|Documentary|2006-05-23 00:00:00|84223
Cocina Domestica De Pedro Subijana (Book w/ DVD)|Ttarttalo||74.95|NR|2003|Special Interest|2005-07-30 00:00:00|198393
Cock And Bull Story|Wolfe||24.95|NR|2003|Drama|2004-05-18 00:00:00|44027
Cock Sparrer: Back In SF 2009 (DVD/CD Combo)|Pirates Press||19.98|NR|UNK|Music|2011-06-28 00:00:00|207124
Cock Sparrer: Here We Stand (DVD/CD Combo)|Pirates Press||11.99|NR|2009|Music|2009-07-21 00:00:00|162960
Cock Sparrer: Here We Stand (DVD/CD Combo/ Jewel Case)|Pirates Press||19.99|NR|UNK|Music|2009-07-21 00:00:00|213952
Cock Sparrer: What You See Is ... What You Get|TKO Records||15.99|NR|UNK|Music|2005-10-04 00:00:00|72723
Cocka Doodle Doo The Right Thing|Thomas Nelson||7.99|NR|2012|Special Interest|2012-06-05 00:00:00|218407
Cocka Doodle Doo The Right Thing / The Prodigal Pig|Thomas Nelson||16.99|NR|VAR|Special Interest|2008-03-04 00:00:00|232762
Cocker Spaniel (2006/ Book w/ DVD)|TFH Publications||19.95|NR|2006|Special Interest|2006-06-15 00:00:00|207148
Cocker Spaniel (2009/ Book w/ DVD)|Howell Book House||16.99|NR|2009|Special Interest|2009-01-27 00:00:00|191664
Cocker Spaniel: Your Happy Healthy Pet (2nd Ed./ Electronic Book Text)|John Wiley & Sons||16.99|NR|UNK|Special Interest|2009-02-25 00:00:00|156968
Cockfight (Echelon Entertainment 2)|Echelon Entertainment 2||24.98|NR|2002|Thriller|2005-01-01 00:00:00|75764
Cockfight (VCI)|VCI||14.99|R|2002|Thriller|2007-05-29 00:00:00|109377
Cockfighter (Anchor Bay/ Special Edition)|Anchor Bay||29.98|R|1974|Drama|2001-01-30 00:00:00|9615
Cockfighter (KRB Music) / Mad Dog|KRB Music||5.99|VAR|VAR|Drama|2008-08-05 00:00:00|142497
Cockfighter (Synergy Entertainment)|Synergy Entertainment||9.99|R|1974|Drama|2008-07-17 00:00:00|150071
CockHammer|Tempe||19.99|NR|2009|Horror|2010-01-12 00:00:00|168643
Cockneys Vs. Zombies (Blu-ray w/ Digital Copy)|Shout! Factory||9.99|NR|2012|Horror|2013-09-03 00:00:00|248378
Cockneys Vs. Zombies (w/ Digital Copy)|Shout! Factory||9.95|NR|2012|Horror|2013-09-03 00:00:00|248373
Cockpit Automation: For General Aviators And Future Airline Pilots (Book w/ DVD)|Aviation Supplies & Academics||29.95|NR|2007|Special Interest|2007-03-06 00:00:00|194611
Cocktail (1988)|Buena Vista||6.25|R|1988|Drama|2002-08-13 00:00:00|18587
Cocktail (1988) / Cabin Boy (2-Pack)|Buena Vista||24.99|VAR|VAR|Comedy/Drama|2003-04-29 00:00:00|26905
Cocktail (1988/ Blu-ray)|Buena Vista||14.99|R|1988|Drama|2012-06-05 00:00:00|224753
Cocktail (2006)|Tai Seng||14.95|NR|2006|Foreign|2006-06-27 00:00:00|85109
Cocktail (2012)|Eros Entertainment||14.58|NR|2012|Foreign|2012-09-25 00:00:00|234881
Cocktail (2012/ Blu-ray)|Eros Entertainment||35.98|NR|2012|Foreign|2012-10-23 00:00:00|236092
Cocktail 101: Become A Perfect Bartender At Home!|C & B Records||14.98|NR|UNK|Special Interest|2009-07-14 00:00:00|159288
Cocktail Arts: Summer Quenchers|Cocktail Art||19.95|NR|UNK|Special Interest|2001-07-17 00:00:00|35977
Cocktail Generation|CustomFlix||19.95|NR|2003|Drama|2004-01-01 00:00:00|90163
Cocktail Lounge Classics: 4 Movie Pack: My Favorite Brunette / Til The Clouds Roll By / Royal Weddings / His Gal Friday|Osiris / Westlake||14.98|NR|VAR|Drama|2006-07-18 00:00:00|92175
